"respondent","sex","birth_year","city_size","employment","workplace","profession","addtl_income","education","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","next_election","future_vote","attitude_Kopacz","hh_finances","future_finances","politics_interest","political_views","past_election","past_vote","religious_participation","marital_status","monthly_income","DATE","weight","married","ed_level","urban_rural","mean_income","future_vote_agg","past_vote_agg","policies_improve_economic","Satisfied_democracy","Attitude_Americans","Attitude_English","Attitude_Austrians","Attitude_French","Attitude_Greeks","Attitude_Spaniards","Attitude_Japanese","Attitude_Germans","Attitude_Russians","Attitude_Swiss","Relations_Germany","Relations_Russia","Residence","Length_residence","LD","survey_month","after_shock","Nov_Dec_issue","new_Nov","new_Jan","treatment","gov_intervene","proposal_support","FXloan","repayFXloan","loan_type1","loan_type2","loan_type3","loan_type4","loan_EUR","loan_CHF","loan_USD","loan_currency1","loan_currency2","loan_currency3","loan_currency4","know_FXborrower","parliament_election","parliament_vote","province","monthly_incPC","parliament_vote_agg","chfd_r","chfd_e","new_Oct15","month","monthyear","monthyear2","past.vote","vote.intent","turnout.intent","know_FXborrower_original","incumbent.intent","past.turnout","past.incumbent","incumbent.defector","employed","treat","immigration.outofcontrol","immigration.crime","immigration.takejobs","immigration.uneasy","immigration.disease","immigration.loyalty","immigration.worse","immigration.loyalty2","immigration.culture"
"6436",1350,1,1990,5,4,NA,14,2,2,3,3,2,3,4,3,4,NA,NA,2.5,1,2,5,97,2,NA,5,1,11,2015-10-12,1.80872322180853,0,1,3,500,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6437",1354,1,1985,5,1,1,4,3,11,3,2,1,7,2,7,7,NA,NA,2,4,3,3,4,1,7,3,2,41,2015-10-12,1.36684905835705,1,4,3,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Pomorskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6438",1355,1,1959,1,4,NA,12,3,4,3,3,1,2,4,3,2,NA,NA,2,3,3,2,4,1,1,5,3,11,2015-10-12,0.862288266028344,0,2,1,500,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it",NA,"Lubuskie","From PLN 650 to 999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,"Yes","No","No","Yes","No","No","FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6439",1357,1,1938,5,4,NA,13,3,11,2,2,7,1,4,1,2,NA,NA,4,2,1,1,7,1,1,2,2,41,2015-10-12,0.756934932934062,1,4,3,2250,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Lubuskie","From PLN 1,400 to 1,999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6440",1360,2,1951,1,4,NA,13,3,5,2,2,2,4,4,4,4,NA,NA,4,1,3,4,7,7,NA,2,4,NA,2015-10-12,0.641533510309663,0,3,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,NA,"No",NA,"FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6441",1361,1,1971,1,1,1,7,3,4,4,2,2,2,2,2,2,NA,NA,3,4,4,3,7,1,7,2,2,51,2015-10-12,0.940550838504675,1,2,1,2600,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie","From PLN 1,000 to 1,399",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PiS","Yes","No","No","Yes","Yes","Yes","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6442",1362,2,1983,1,4,NA,12,3,2,4,4,2,3,7,3,7,NA,NA,3,3,3,5,97,2,NA,5,1,11,2015-10-12,2.02655579969903,0,1,1,500,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Big intervention"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6443",1363,2,1945,1,4,NA,13,3,2,1,1,1,3,3,7,3,NA,NA,3,5,3,3,97,7,NA,2,4,31,2015-10-12,0.832510653226062,0,1,1,1650,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Wielkopolskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,NA,"No",NA,"FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6444",1364,1,1974,6,1,3,2,1,10,4,2,1,2,2,2,3,NA,NA,2,4,3,3,6,1,1,2,2,51,2015-10-12,1.31225956133613,1,4,3,2600,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Mazowieckie","2,000 PLN and more",1,1,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6445",1365,2,1937,2,4,NA,13,3,2,3,3,7,3,2,7,3,NA,NA,2.5,3,3,3,4,1,7,2,4,NA,2015-10-12,1.03778394998732,0,1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Wielkopolskie",NA,2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6446",1366,2,1947,2,4,NA,13,3,6,4,3,2,2,4,2,3,NA,NA,2.5,3,3,3,4,1,7,2,3,NA,2015-10-12,0.665536812552906,0,3,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PiS","Yes","No","No","Yes","Yes","Yes","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6447",1367,2,1966,2,4,NA,15,3,4,6,4,2,3,4,3,3,NA,NA,2.5,3,3,4,5,1,97,2,2,NA,2015-10-12,1.23161167809633,1,2,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,"other",NA,NA,"No",NA,"Yes","No",NA,"FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6448",1368,1,1957,2,1,1,2,3,11,3,3,1,3,2,4,3,NA,NA,2,3,3,3,2,1,3,5,2,NA,2015-10-12,0.676576985586293,1,4,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Wielkopolskie",NA,3,1,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6449",1369,2,1955,2,4,NA,13,3,6,3,3,2,2,3,2,3,NA,NA,4,3,3,2,7,1,1,2,2,7,2015-10-12,0.799717310281202,1,3,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6450",1371,2,1988,1,1,1,2,3,11,4,4,1,4,3,3,3,NA,NA,2,4,3,2,2,1,7,3,1,51,2015-10-12,0.945320680334896,0,4,1,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Lódzkie","2,000 PLN and more",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,NA,"Yes",NA,"Yes","Yes",NA,"TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6451",1375,2,1972,1,1,3,3,3,8,5,5,7,3,3,4,3,NA,NA,2.5,4,4,2,1,1,97,2,2,41,2015-10-12,0.75571282623033,1,2,1,2250,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Zjednoczona Lewica","Lódzkie","2,000 PLN and more",3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6452",1377,2,1972,3,1,2,8,3,2,4,1,2,4,4,3,3,NA,NA,1,1,2,4,6,2,NA,1,3,21,2015-10-12,1.2786658795916,0,1,2,1200,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6453",1379,2,1992,3,1,3,2,3,10,2,2,2,3,3,4,4,NA,NA,2.5,4,3,4,4,2,NA,2,1,31,2015-10-12,0.61115226644547,0,4,2,1650,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Slaskie","2,000 PLN and more",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6454",1382,2,1973,5,4,NA,16,3,4,3,2,7,3,3,7,3,NA,NA,2,4,3,4,97,7,NA,2,2,21,2015-10-12,1.22520838793583,1,2,3,1200,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Slaskie","From PLN 650 to 999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6455",1384,2,1978,4,1,1,2,1,11,5,2,1,2,3,3,3,NA,NA,2.5,5,3,4,97,1,7,3,2,51,2015-10-12,1.0585276826666,1,4,2,2600,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Nowoczesna Ryszarda Petru","Mazowieckie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6456",1388,2,1977,4,2,1,2,3,11,4,2,7,7,3,7,7,NA,NA,4,4,3,3,6,1,1,2,2,21,2015-10-12,1.0585276826666,1,4,2,1200,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Mazowieckie",NA,1,1,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6457",1389,2,1960,3,4,NA,12,3,6,2,2,2,4,4,4,3,NA,NA,4,1,3,3,2,1,5,4,4,11,2015-10-12,0.969964342817653,0,3,2,500,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Mazowieckie","Up to PLN 649",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"other",NA,"No","Yes","No","Yes","Yes","Yes","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6458",1390,1,1975,1,1,3,6,3,6,3,2,1,3,3,3,3,NA,NA,2,3,3,3,4,7,NA,4,2,21,2015-10-12,0.870144117254379,1,3,1,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","psl","Kujawsko-pomorskie","From PLN 650 to 999",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","Yes",NA,"No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6459",1393,2,1936,6,4,NA,13,3,8,3,3,2,3,4,3,7,NA,NA,4,4,3,2,7,1,1,4,4,21,2015-10-12,1.44893625867471,0,2,3,1200,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Dolnoslaskie","From PLN 1,400 to 1,999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6460",1400,2,1951,1,4,NA,13,3,4,5,3,1,7,2,7,7,NA,NA,2.5,5,3,3,2,1,97,2,4,31,2015-10-12,0.74751323800348,0,2,1,1650,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Zjednoczona Lewica","Lubuskie","Don’t know",3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6461",1402,2,1954,3,4,NA,15,3,2,5,4,7,4,4,4,4,NA,NA,2,4,3,5,97,2,NA,4,2,0,2015-10-12,1.07653450337841,1,1,2,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6462",1403,1,1986,3,1,2,6,3,6,2,2,7,4,4,7,3,NA,NA,7,3,4,4,97,2,NA,4,1,51,2015-10-12,1.26960749398977,0,3,2,2600,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Slaskie","2,000 PLN and more",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6463",1404,2,1991,2,1,3,7,3,4,5,5,1,2,3,7,4,NA,NA,2.5,3,3,3,97,1,97,4,1,NA,2015-10-12,0.81280126129663,0,2,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,"other",NA,NA,"No",NA,"Yes","No",NA,"TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6464",1406,2,1986,2,1,1,1,3,11,2,2,7,3,3,3,3,NA,NA,2,3,3,3,97,1,7,2,2,NA,2015-10-12,1.18819572352926,1,4,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Nowoczesna Ryszarda Petru","Wielkopolskie",NA,3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6465",1408,2,1971,1,1,1,2,3,11,2,2,1,3,2,3,3,NA,NA,2,4,3,3,4,1,7,2,2,51,2015-10-12,0.742949395472818,1,4,1,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should something but I do not support either Proposal A or Proposal B","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Warminsko-mazurskie","2,000 PLN and more",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PiS","Yes","Yes","No","Yes","Yes","Yes","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6466",1413,2,1975,1,3,3,15,3,2,4,2,1,2,2,2,2,NA,NA,2,3,3,3,97,1,7,2,2,NA,2015-10-12,1.57959941785416,1,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Warminsko-mazurskie","Up to PLN 649",2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6467",1415,1,1936,1,4,NA,13,3,2,7,4,1,4,3,3,2,NA,NA,2.5,3,3,3,4,1,5,2,2,21,2015-10-12,1.00467470161472,1,1,1,1200,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Warminsko-mazurskie","Don’t know",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"other",NA,NA,"Yes",NA,"Yes","Yes",NA,"FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6468",1416,2,1953,1,4,NA,13,3,2,1,1,1,2,4,4,3,NA,NA,2,2,3,4,4,1,97,2,4,21,2015-10-12,1.04654110949118,0,1,1,1200,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Warminsko-mazurskie","From PLN 1,000 to 1,399",2,0,0,1,"Oct",Oct 2015,2015-10-01,"other","PORP","Yes","No","Yes","Yes","No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6469",1419,2,1989,1,3,4,9,3,10,3,3,2,4,3,4,3,NA,NA,2.5,4,3,5,7,2,NA,3,1,21,2015-10-12,1.89320719453473,0,4,1,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Mazowieckie","From PLN 1,400 to 1,999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6470",1426,1,1955,5,4,NA,12,3,4,2,2,1,3,3,7,2,NA,NA,2,4,3,3,5,1,1,5,2,31,2015-10-12,1.24728843592886,1,2,3,1650,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Swietokrzyskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PORP","Yes","Yes","Yes","Yes","No","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6471",1427,2,1968,5,1,3,10,3,11,4,4,7,3,3,4,3,NA,NA,3,4,3,2,3,1,97,5,2,NA,2015-10-12,1.06663863485798,1,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Nowoczesna Ryszarda Petru","Swietokrzyskie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6472",1430,1,1988,1,1,3,7,2,4,4,2,2,3,4,4,3,NA,NA,2.5,5,3,5,1,2,NA,4,2,51,2015-10-12,1.26239700326399,1,2,1,2600,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie","From PLN 650 to 999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
